ID,Título,Ano,Contexto - Domínio,Domínio,Pergunta,Resposta,Justificativa,Study,,Classification,,Nome,Ano,Key,,FEITO,A FAZER
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (medições de consumo de aparelhos individuais e seus rótulos) é independente do modelo treinado.",,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o REDD dataset é adequado para avaliar o desempenho de técnicas de NILM, pois fornece os sinais de consumo de energia de vários aparelhos, permitindo a identificação precisa dos estados ON/OFF.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Some concerns,"Não, os dados foram pré-processados e apenas os dados relevantes para a identificação de aparelhos foram utilizados.",Some concerns,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,Some concerns,"Não, o estudo não explica explicitamente se houve exclusão de amostras ou classes completas de aparelhos além da seleção dos cinco aparelhos específicos para o estudo.",,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho, incluindo F1-score, precisão, recall, acurácia e especificidade, foram claramente reportadas. Variância não reportada.",,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Some concerns,"Sim, a análise de desempenho está alinhada com os objetivos da revisão, que visam melhorar a identificação de aparelhos em ambientes residenciais utilizando NILM.",Some concerns,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo foca em edifícios comerciais devido ao consumo elevado de energia, especialmente dos motores de indução que operam durante um tempo limitado no dia.",Low,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"O artigo não apresenta critérios explícitos de inclusão e exclusão de dados, mas a coleta foi feita com dados de três motores de indução com diferentes especificações, sendo que os dados coletados eram limitados a 60 segundos por amostra.",,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,A coleta de dados foi realizada prospectivamente utilizando o modelo de motor de indução projetado no SIMULINK.,,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Some concerns,"Embora o estudo utilize um sistema de motor de indução, que é representativo de uma carga comercial, o artigo sugere que o modelo poderia ser aprimorado para representar cenários mais realistas.",Some concerns,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o artigo descreve claramente os algoritmos de aprendizado supervisionado usados para a classificação, como SVM, KNN, NN, Ensemble, Decision Tree",Low,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, conforme detalhado na resposta anterior, os hiperparâmetros e configurações de cada modelo (SVM, KNN, NN, Ensemble e Árvore de Decisão).",,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, os dados foram divididos em 60% para treinamento e 40% para teste, uma abordagem clássica de validação holdout.",,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado supervisionado é adequada para o problema de NILM.",Low,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",No information,"O artigo não descreve explicitamente o ""ground truth"" utilizado, mas os dados usados para treinamento e teste são coletados de forma controlada, com a classificação das cargas baseada em formas de onda de corrente e harmônicas.",No information,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,No information,"Não há um padrão explícito de ""referência"" mencionado no estudo.",,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,No information,O padrão de referência neste estudo não é explicitamente detalhado no artigo.,No information,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,High,"Não, os dados coletados foram limitados a 60 segundos por amostra e, como mencionado, a amostra foi reduzida a um conjunto específico de três motores de indução.",High,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,High,Não há menção específica sobre a exclusão de amostras ou classes.,,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho como precisão, recall, acurácia e F1-score são apresentadas de forma clara na Tabela II, mas não há referência direta à variância desses resultados para cada modelo.",,,,,,,,,,
[30],Comparison of non-intrusive load monitoring supervised methods using harmonics as feature,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho com as métricas apropriadas está alinhada com o objetivo de comparar e avaliar a eficácia de diferentes algoritmos de aprendizado supervisionado aplicados ao NILM, usando características de harmônicas.",Low,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, o estudo se concentra na classificação de eletrodomésticos em residências e escritórios a partir de medidores inteligentes.",Low,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,Low,"Sim, os dados foram selecionados com base em critérios claros: se uma categoria de dispositivo tinha mais de 80 amostras, apenas 80 amostras foram selecionadas para o conjunto de dados.",,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Os dados foram coletados retrospectivamente a partir do repositório Tracebase.,,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados utilizados são aplicáveis ao problema de NILM, pois o repositório Tracebase contém registros de consumo de dispositivos reais.",Low,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o artigo descreve claramente três algoritmos de aprendizado de máquina usados: Random Forest, Rotation Forest e Bayes Net.",Low,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,No information,Os hiperparâmetros e configurações específicas dos modelos não são explicitamente reportados.,,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, os dados disponíveis foram divididos em dois grupos: um para a fase de treinamento e outro para a fase de teste. Isso corresponde a uma abordagem de holdout.",,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, os algoritmos de aprendizado de máquina utilizados são apropriados para o problema de monitoramento não intrusivo de carga (NILM).",Low,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Some concerns,"Sim, o ""ground truth"" utilizado foi a classificação do estado dos dispositivos, com as amostras de dados rotuladas como ""ON"" ou ""OFF"".",Some concerns,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Some concerns,"Sim, o padrão de referência (o estado ""ON"" ou ""OFF"" dos dispositivos) é independente dos modelos de aprendizado de máquina, pois é uma característica fundamental que foi rotulada nos dados e usada para treinamento e teste dos modelos.",,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Some concerns,"Sim, o padrão de referência é adequado, pois os dados rotulados como ""ON"" ou ""OFF"" dos dispositivos são o objetivo direto do estudo e estão alinhados com as metas de avaliação de desempenho do NILM.",Some concerns,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,High,"Não. Como mencionado, apenas uma parte dos dados foi usada para treinamento, e o restante foi usado para teste.",High,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,High,"Sim, algumas classes de dados foram excluídas ou reduzidas devido ao número insuficiente de amostras, como no caso das categorias com menos de 80 amostras, onde apenas uma quantidade limitada foi usada.",,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, o artigo reporta métricas detalhadas, como acurácia, taxa de verdadeiro positivo (TP), taxa de falso positivo (FP), precisão e F1-score, para todas as categorias e diferentes algoritmos. Embora a variância não seja diretamente mencionada.",,,,,,,,,,
[31],Nonintrusive Real Time Classification of Home and Office Appliances from Smart Meter by Using Machine Learning Techniques,2019,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Some concerns,"Sim, a análise de desempenho está alinhada com os objetivos do estudo.",Some concerns,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo se concentra em dados coletados de residências, usando um conjunto de dados de consumo de eletricidade proveniente de medidores inteligentes.",Low,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"O estudo menciona que os dados foram obtidos de três lares e que a amostra foi escolhida com base nos padrões de consumo de energia. No entanto, não há uma descrição explícita de critérios formais de inclusão e exclusão dos dados.",,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados usados neste estudo foram coletados retrospectivamente, de um repositório de dados existente (Tracebase).",,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM (Non-Intrusive Load Monitoring) em sistemas reais.",Low,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"O estudo descreve o uso do algoritmo de Random Forest para previsão do uso dos aparelhos, baseado em dados desagregados pelo NILM ou pelo método de Interactive Learning (IL).",Low,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,No information,"O estudo menciona o uso de Random Forest, mas não fornece detalhes completos sobre os hiperparâmetros e configurações específicas usados para o modelo.",,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"O estudo utilizou uma divisão dos dados em duas partes para treinamento e teste, com 50% dos dados usados para treinamento e 50% para teste, o que sugere uma validação simples do tipo holdout.",,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML está bem alinhada com o problema de NILM. O estudo utiliza algoritmos de machine learning para desagregar o consumo total de energia e identificar os aparelhos em operação, um desafio central do NILM.",Low,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",No information,O estudo não fornece uma descrição detalhada do ground truth.,Some concerns,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Some concerns,O padrão de referência usado para a avaliação (dados rotulados) parece ser independente do modelo treinado.,,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"O padrão de referência (dados rotulados) é adequado para avaliar o desempenho em NILM, pois permite uma avaliação objetiva das previsões do modelo em relação aos estados reais dos aparelhos.",Low,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,O estudo não especifica se todos os dados foram usados na análise final.,No information,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,Não há uma explicação explícita sobre a exclusão de amostras ou classes.,,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho como precisão, recall e F-Score são reportadas de forma clara. A variância não foi explicitamente mencionada.",,,,,,,,,,
[32],Flexibility characterization of residential electricity consumption: A machine learning approach,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos de caracterizar a flexibilidade do consumo de energia em residências.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo utiliza o REDD, que contém dados de consumo de energia de residências reais nos Estados Unidos, abrangendo vários meses e dispositivos.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"Os critérios de inclusão e exclusão de dados não são explicitamente detalhados no artigo. No entanto, é mencionado que o estudo considerou a identificação de carga para todos os 18 aparelhos no conjunto de dados REDD.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, pois o REDD foi coletado ao longo de vários meses, com dados de consumo passados sendo utilizados para a análise.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são do tipo residencial real e são diretamente aplicáveis a problemas de NILM.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"O artigo descreve claramente o uso de três algoritmos de aprendizado supervisionado: KNN, Árvores de Decisão e Árvores Empacotadas (Bagged Trees).",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros dos modelos de machine learning foram relatados, incluindo os números de árvores em Bagged Trees e Boosted Trees, e o valor de k no KNN.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, a divisão dos dados foi feita em 80% para treinamento e 20% para teste. O processo de validação foi realizado utilizando esses conjuntos separados.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML, utilizando algoritmos como KNN e Árvores de Decisão, está bem alinhada com o problema de NILM, visando a identificação de dispositivos a partir do sinal agregado de energia.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"O estudo utiliza o REDD como fonte de dados rotulados, onde os sinais de consumo de energia para dispositivos individuais e para a casa como um todo são fornecidos. Esses dados rotulados servem como o ""ground truth"" para a avaliação.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (dados de consumo em nível de dispositivo do REDD) é independente do modelo treinado.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência é adequado para avaliar o desempenho em NILM.",Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Low,O estudo afirma que a identificação de carga para todos os aparelhos (um total de 18 aparelhos) no REDD foi considerada.,Low,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,Low,Não há menção explícita sobre exclusão de amostras ou classes no estudo.,,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho, como F1-score, acurácia, precisão e recall, são claramente reportadas, no entanto, a variância não é explicitamente discutida para todas as métricas.",,,,,,,,,,
[33],Non-Intrusive Appliance Identification Using Machine Learning and Time-Domain Features,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos de melhorar a precisão na identificação de dispositivos em um sistema NILM, como evidenciado pelos resultados de F1-score reportados.",Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, a população estudada é composta por dispositivos eletrodomésticos reais de residências brasileiras, tornando-a representativa do contexto residencial.",Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,Some concerns,"Sim. Foram removidos dados inconsistentes, como erros de leitura e outliers óbvios. Além disso, houve uma etapa de normalização e limpeza.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados prospectivamente, diretamente de um medidor de energia programável em ambiente controlado, com coleta de dados de tensão e corrente em tempo real.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,Sim. Os dados são extraídos de equipamentos reais e com métodos de extração de características adequados ao NILM.,Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim. Foram descritos três algoritmos (k-NN, SVM, RF), com detalhes sobre suas implementações e funcionamento, além de parâmetros utilizados.",Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim. A escolha de hiperparâmetros foi feita por grid search, com os valores e ranges de busca explicitados.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,Sim. Foi utilizada a técnica de 5-fold cross-validation para avaliar os modelos.,,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,Sim. A abordagem usa modelos supervisionados apropriados para classificação de cargas em cenários de NILM.,Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim. O ground truth é obtido por coleta individualizada dos eletrodomésticos, com 1 instância por minuto e rotulagem clara de classes.",Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim. O padrão de referência (dados rotulados de cada aparelho) foi definido antes da aplicação dos modelos, sendo independente.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim. O padrão utilizado representa o consumo real por aparelho, com extração de características relevantes (potência ativa, fator de potência etc.), adequado para NILM.",Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Low,Sim. O estudo utilizou todas as 10.290 instâncias do novo conjunto de dados NILMbr ampliado.,Low,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,Some concerns,"Sim. Houve exclusão de dados inconsistentes e características redundantes, como THD e potência aparente, com justificativas.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Parcialmente. As métricas precisão, recall, F1-score, acurácia e tempo médio de teste foram reportadas (Tabela IV), mas a variância não foi explicitamente apresentada.",,,,,,,,,,
[34],A Comparative Study of Machine Learning Classifiers for Electric Load Disaggregation based on an extended NILM dataset,2021,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim. O foco do estudo é justamente comparar o desempenho dos modelos de ML no NILM ampliado, o que está totalmente alinhado com os objetivos propostos.",Low,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,Sim. O estudo utiliza sete dispositivos eletrônicos domésticos comuns na Indonésia.,Low,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"O artigo descreve o processo de coleta e formação dos dados, mas não explicita critérios formais de inclusão/exclusão nem menções a tratamento de outliers ou dados inválidos.",,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Prospectivamente. Os dados foram obtidos em laboratório por meio de experimentos controlados com medição em tempo real dos dispositivos ligados individualmente.,,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim. O estudo utiliza parâmetros harmônicos reais coletados de dispositivos ligados isoladamente e em conjunto, o que reflete cenários reais de NILM residencial.",Low,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim. O artigo descreve detalhadamente os três algoritmos (SVM, RF e DT), suas estruturas, parâmetros e como foram aplicados à base de dados.",Low,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Os valores de C e Gamma para SVM são testados em diferentes combinações, com uma tabela clara de resultados.",,,,,,,,,,
[35],"Identification of Household Electric Load Based on Harmonic Parameters Using SVM, RF, and DT Algorithms",2023,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim. O artigo menciona o uso de validação cruzada (cross-validation), especialmente ao referir-se à combinação ideal de C e Gamma no kernel RBF.",,,,,,,,,,
